PO_Number,Vendor_ID,SKU_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Units_Ordered,Units_Received,Unit_Cost,Total_Cost,Delivery_Status
PO001628,V006,TAB0775,2026-02-20,2026-03-28,2026-04-04,96,96,229.55,22036.8,Late
PO001629,V008,DUV1218,2025-07-05,2025-08-17,2025-08-25,120,120,137.74,16528.8,Late
PO001630,V005,KIT0940,2025-05-31,2025-07-11,2025-07-22,72,72,37.88,2727.36,Late
PO001631,V020,WAL0217,2026-04-24,2026-05-23,2026-05-19,24,24,60.89,1461.36,On Time
PO001632,V011,SRV1041,2025-03-12,2025-04-23,2025-05-03,24,24,59.83,1435.92,Late
PO001633,V009,SEA0715,2025-05-04,2025-06-21,2025-06-19,72,72,96.37,6938.64,On Time
PO001634,V002,TOW1420,2025-03-27,2025-05-01,2025-05-08,72,72,35.14,2530.08,Late
PO001635,V003,TAB0840,2026-03-26,2026-05-27,2026-05-30,120,120,186.88,22425.6,Late
PO001636,V008,KIT0855,2025-06-16,2025-07-29,2025-07-19,120,120,27.07,3248.4,On Time
PO001637,V001,WAL0300,2025-03-26,2025-04-26,2025-04-28,48,48,45.39,2178.72,On Time
PO001638,V002,PIL1331,2025-02-11,2025-03-18,2025-04-06,72,72,50.32,3623.04,Late
PO001639,V017,CHR1945,2025-09-26,2025-10-11,2025-10-14,24,18,49.47,1187.28,Late
PO001640,V009,FUR0624,2026-06-21,2026-08-08,2026-08-02,48,48,234.4,11251.2,On Time
PO001641,V010,DEC0187,2025-02-10,2025-04-03,2025-04-10,96,96,48.52,4657.92,Late
PO001642,V005,BSK1632,2025-07-31,2025-09-10,2025-09-07,96,96,13.8,1324.8,On Time
PO001643,V009,KIT0932,2026-06-25,2026-08-12,2026-08-05,48,48,106.98,5135.04,On Time
PO001644,V008,DEC0035,2026-02-08,2026-03-23,2026-03-21,72,72,62.64,4510.08,On Time
PO001645,V017,TEX0459,2026-05-03,2026-05-18,2026-05-21,72,72,16.12,1160.64,Late
PO001646,V002,SRV1077,2026-01-04,2026-02-08,2026-02-12,24,24,10.84,260.16,Late
PO001647,V006,PEN1912,2025-07-30,2025-09-04,2025-09-03,48,48,50.61,2429.28,On Time
PO001648,V008,SEA0692,2025-05-18,2025-06-30,2025-06-25,48,48,198.78,9541.44,On Time
PO001649,V011,SRV1061,2025-11-08,2025-12-20,2025-12-23,72,72,8.93,642.96,Late
PO001650,V002,SUM2031,2025-09-19,2025-10-24,2025-11-06,72,72,29.28,2108.16,Late
PO001651,V006,SEA0709,2025-12-18,2026-01-23,2026-01-15,120,120,277.8,33336.0,On Time
PO001652,V017,SUM2065,2025-04-21,2025-05-06,2025-05-07,120,120,63.51,7621.2,On Time
PO001653,V016,KIT0865,2025-09-03,2025-09-17,2025-10-04,24,24,106.86,2564.64,Late
PO001654,V006,TOW1463,2026-03-01,2026-04-06,2026-04-07,120,120,27.94,3352.8,On Time
PO001655,V006,CND2135,2026-05-10,2026-06-15,2026-06-23,24,24,24.18,580.32,Late
PO001656,V014,WAL0347,2025-12-14,2026-01-24,2026-01-25,48,48,50.34,2416.32,On Time
PO001657,V001,BSK1574,2025-03-04,2025-04-04,2025-04-12,24,24,39.63,951.12,Late
PO001658,V014,SHT1307,2025-09-28,2025-11-08,2025-11-17,48,42,49.87,2393.76,Late
PO001659,V014,TEX0510,2026-07-03,2026-08-13,2026-08-05,36,24,45.82,1649.52,On Time
PO001660,V015,BSK1642,2025-12-13,2026-01-06,2026-01-01,24,24,9.89,237.36,On Time
PO001661,V006,SUM2029,2026-04-09,2026-05-15,2026-05-07,72,72,64.48,4642.56,On Time
PO001662,V017,DUV1196,2025-08-15,2025-08-30,2025-08-22,96,96,105.66,10143.36,On Time
PO001663,V020,MIR0365,2025-04-27,2025-05-26,2025-05-24,36,36,50.38,1813.68,On Time
PO001664,V010,DEC0155,2025-05-07,2025-06-28,2025-06-28,72,72,9.49,683.28,On Time
PO001665,V016,MIR0405,2026-02-05,2026-02-19,2026-03-02,24,24,26.31,631.44,Late
PO001666,V003,FLR1843,2025-10-26,2025-12-27,2025-12-22,96,96,180.66,17343.36,On Time
PO001667,V003,FUR0606,2025-04-05,2025-06-06,2025-06-03,120,120,94.99,11398.8,On Time
PO001668,V015,PIL1396,2025-07-19,2025-08-12,2025-08-13,72,72,33.56,2416.32,On Time
PO001669,V007,WAL0318,2026-01-24,2026-02-13,2026-02-23,48,48,31.16,1495.68,Late
PO001670,V020,FUR0571,2025-05-13,2025-06-11,2025-06-10,72,72,115.94,8347.68,On Time
PO001671,V007,BSK1618,2025-09-08,2025-09-28,2025-10-02,48,48,20.67,992.16,Late
PO001672,V007,TEX0472,2026-04-08,2026-04-28,2026-05-03,24,6,43.46,1043.04,Late
PO001673,V003,FUR0634,2025-10-16,2025-12-17,2025-12-12,96,96,188.96,18140.16,On Time
PO001674,V013,KIT0873,2026-03-06,2026-03-29,2026-03-30,24,24,11.0,264.0,On Time
PO001675,V020,LGT1777,2025-06-19,2025-07-18,2025-07-15,24,24,100.68,2416.32,On Time
PO001676,V001,DUV1177,2025-05-05,2025-06-05,2025-05-27,120,120,135.32,16238.4,On Time
PO001677,V017,CHR1939,2025-10-31,2025-11-15,2025-11-23,36,36,71.81,2585.16,Late
PO001678,V016,PIL1405,2025-07-21,2025-08-04,2025-08-14,24,24,21.27,510.48,Late
PO001679,V002,SHT1297,2026-02-24,2026-03-31,2026-04-12,36,36,70.21,2527.56,Late
PO001680,V006,PIL1372,2025-04-10,2025-05-16,2025-05-12,72,72,17.01,1224.72,On Time
PO001681,V017,FUR0668,2026-01-14,2026-01-29,2026-02-02,48,48,151.44,7269.12,Late
PO001682,V014,KIT0916,2025-05-25,2025-07-05,2025-07-10,24,24,93.54,2244.96,Late
PO001683,V016,DUV1159,2026-01-30,2026-02-13,2026-02-19,36,36,41.49,1493.64,Late
PO001684,V017,TAB0828,2025-03-16,2025-03-31,2025-03-25,36,36,290.03,10441.08,On Time
PO001685,V018,LGT1822,2025-12-31,2026-01-15,2026-01-06,36,36,60.72,2185.92,On Time
PO001686,V013,SRV1053,2025-03-28,2025-04-20,2025-04-21,24,24,15.87,380.88,On Time
PO001687,V004,DUV1183,2026-01-17,2026-02-04,2026-02-05,36,24,106.98,3851.28,On Time
PO001688,V018,SHL1651,2025-05-27,2025-06-11,2025-06-13,48,48,43.12,2069.76,On Time
PO001689,V015,DEC0036,2026-06-06,2026-06-30,2026-06-28,24,24,52.03,1248.72,On Time
PO001690,V017,BSK1636,2026-04-07,2026-04-22,2026-04-29,72,72,21.41,1541.52,Late
PO001691,V020,KIT0874,2026-04-30,2026-05-29,2026-05-31,48,48,89.93,4316.64,On Time
PO001692,V012,TEX0490,2026-03-01,2026-03-27,2026-03-28,36,36,10.26,369.36,On Time
PO001693,V020,SUM2051,2025-09-29,2025-10-28,2025-10-31,120,120,20.5,2460.0,Late
PO001694,V011,DEC0178,2025-10-18,2025-11-29,2025-12-06,36,36,37.9,1364.4,Late
PO001695,V014,SHT1313,2025-09-01,2025-10-12,2025-10-15,36,36,38.08,1370.88,Late
PO001696,V016,PEN1882,2026-03-30,2026-04-13,2026-04-18,120,120,211.65,25398.0,Late
PO001697,V004,WAL0346,2025-10-13,2025-10-31,2025-10-27,72,72,37.77,2719.44,On Time
PO001698,V011,SUM2038,2025-11-17,2025-12-29,2026-01-01,72,72,11.78,848.16,Late
PO001699,V018,TEX0488,2025-04-23,2025-05-08,2025-05-14,96,90,38.43,3689.28,Late
PO001700,V015,CHR1979,2025-12-01,2025-12-25,2025-12-23,72,72,74.45,5360.4,On Time
PO001701,V016,CND2133,2025-02-06,2025-02-20,2025-02-27,96,96,12.21,1172.16,Late
PO001702,V001,DUV1208,2026-01-06,2026-02-06,2026-02-02,96,96,122.24,11735.04,On Time
PO001703,V013,KIT0947,2025-02-16,2025-03-11,2025-03-12,48,48,57.56,2762.88,On Time
PO001704,V004,TAB0826,2026-04-13,2026-05-01,2026-05-01,48,48,222.21,10666.08,On Time
PO001705,V018,KIT0959,2026-01-25,2026-02-09,2026-02-13,72,72,41.62,2996.64,Late
PO001706,V015,SRV0990,2026-03-23,2026-04-16,2026-04-18,96,96,68.52,6577.92,On Time
PO001707,V005,CHR1952,2025-05-24,2025-07-04,2025-07-01,96,96,56.34,5408.64,On Time
PO001708,V005,DEC0043,2025-12-13,2026-01-23,2026-01-23,24,24,15.13,363.12,On Time
PO001709,V011,SRV1041,2025-06-28,2025-08-09,2025-08-16,24,24,59.83,1435.92,Late
PO001710,V003,SEA0694,2025-05-16,2025-07-17,2025-07-12,48,48,102.06,4898.88,On Time
PO001711,V008,PIL1349,2026-01-11,2026-02-23,2026-02-21,96,96,19.62,1883.52,On Time
PO001712,V005,FLR1869,2025-04-07,2025-05-18,2025-05-27,24,24,150.9,3621.6,Late
PO001713,V017,SHT1276,2026-07-03,2026-07-18,2026-07-07,24,24,47.46,1139.04,On Time
PO001714,V007,GFT2252,2025-10-11,2025-10-31,2025-11-19,72,72,77.82,5603.04,Late
PO001715,V005,FUR0600,2026-04-18,2026-05-29,2026-05-26,24,24,174.99,4199.76,On Time
PO001716,V008,CND2158,2025-03-23,2025-05-05,2025-05-06,48,48,33.56,1610.88,On Time
PO001717,V003,PIL1337,2025-12-07,2026-02-07,2026-02-07,96,96,25.86,2482.56,On Time
PO001718,V003,KIT0866,2025-09-21,2025-11-22,2025-11-12,72,72,37.97,2733.84,On Time
PO001719,V005,MIR0363,2025-06-12,2025-07-23,2025-07-22,96,96,44.56,4277.76,On Time
PO001720,V001,WAL0197,2025-08-01,2025-09-01,2025-09-05,24,24,27.23,653.52,Late
PO001721,V004,DUV1209,2025-09-08,2025-09-26,2025-09-23,24,24,132.7,3184.8,On Time
PO001722,V009,KIT0941,2026-05-19,2026-07-06,2026-07-07,120,120,92.37,11084.4,On Time
PO001723,V019,ORG1765,2026-02-18,2026-03-25,2026-03-23,120,120,29.41,3529.2,On Time
PO001724,V009,FRM2215,2025-03-01,2025-04-18,2025-04-21,72,54,33.5,2412.0,Late
PO001725,V014,PIL1333,2025-02-17,2025-03-30,2025-03-25,48,48,47.4,2275.2,On Time
PO001726,V011,DEC0170,2025-11-10,2025-12-22,2025-12-30,24,24,12.71,305.04,Late
PO001727,V014,SEA0759,2025-06-26,2025-08-06,2025-08-06,96,96,334.9,32150.4,On Time
PO001728,V016,SEA0682,2026-04-22,2026-05-06,2026-05-06,96,96,124.92,11992.32,On Time
PO001729,V001,KIT0931,2025-12-10,2026-01-10,2026-01-12,24,24,35.27,846.48,On Time
PO001730,V002,SEA0680,2025-04-06,2025-05-11,2025-05-20,120,120,293.69,35242.8,Late
PO001731,V008,MIR0395,2025-11-02,2025-12-15,2025-12-22,48,48,85.49,4103.52,Late
PO001732,V015,LGT1779,2025-10-07,2025-10-31,2025-11-05,48,48,91.28,4381.44,Late
PO001733,V016,TEX0525,2025-12-15,2025-12-29,2026-01-14,24,24,39.23,941.52,Late
PO001734,V005,UTL1089,2025-08-27,2025-10-07,2025-10-15,96,96,26.73,2566.08,Late
PO001735,V016,CHR1962,2025-09-10,2025-09-24,2025-09-23,72,72,14.0,1008.0,On Time
PO001736,V008,LGT1778,2026-03-22,2026-05-04,2026-05-07,24,24,112.61,2702.64,Late
PO001737,V012,TAB0830,2025-11-21,2025-12-17,2025-12-31,72,72,127.91,9209.52,Late
PO001738,V008,WAL0195,2026-06-19,2026-08-01,2026-08-03,96,96,48.11,4618.56,On Time
PO001739,V005,SHT1283,2026-04-29,2026-06-09,2026-06-09,72,72,41.04,2954.88,On Time
PO001740,V010,SHT1295,2026-02-28,2026-04-21,2026-05-01,48,48,67.84,3256.32,Late
PO001741,V006,BSK1623,2026-07-08,2026-08-13,2026-08-22,72,72,23.69,1705.68,Late
PO001742,V019,TEX0522,2026-03-22,2026-04-26,2026-04-29,96,96,25.98,2494.08,Late
PO001743,V004,UTL1117,2025-06-07,2025-06-25,2025-06-27,120,120,22.57,2708.4,On Time
PO001744,V008,GFT2218,2025-12-06,2026-01-18,2026-01-20,72,72,24.73,1780.56,On Time
PO001745,V002,MIR0351,2025-07-10,2025-08-14,2025-08-22,24,24,53.65,1287.6,Late
PO001746,V003,DEC0026,2026-03-20,2026-05-21,2026-05-25,72,72,15.01,1080.72,Late
PO001747,V009,BTH1504,2025-11-14,2026-01-01,2025-12-29,24,24,19.69,472.56,On Time
PO001748,V019,FUR0611,2026-06-26,2026-07-31,2026-08-07,48,48,111.15,5335.2,Late
PO001749,V019,FUR0591,2025-08-06,2025-09-10,2025-09-08,48,48,72.44,3477.12,On Time
PO001750,V003,DEC0163,2025-09-23,2025-11-24,2025-11-21,120,120,28.83,3459.6,On Time
PO001751,V018,FLR1871,2025-12-22,2026-01-06,2025-12-31,96,96,161.35,15489.6,On Time
PO001752,V008,FUR0632,2025-09-17,2025-10-30,2025-11-03,36,36,186.5,6714.0,Late
PO001753,V014,TEX0536,2025-03-18,2025-04-28,2025-04-30,36,36,12.82,461.52,On Time
PO001754,V006,SHL1675,2025-11-28,2026-01-03,2026-01-11,120,102,49.07,5888.4,Late
PO001755,V009,TEX0538,2026-04-12,2026-05-30,2026-05-29,120,120,37.1,4452.0,On Time
PO001756,V008,TOW1435,2025-09-30,2025-11-12,2025-11-12,36,36,9.38,337.68,On Time
PO001757,V004,FUR0637,2025-05-22,2025-06-09,2025-06-18,96,96,165.18,15857.28,Late
PO001758,V017,BSK1636,2025-07-23,2025-08-07,2025-08-12,72,72,21.41,1541.52,Late
PO001759,V019,LGT1782,2025-04-07,2025-05-12,2025-05-13,72,72,58.28,4196.16,On Time
PO001760,V014,SHT1307,2026-05-07,2026-06-17,2026-06-15,36,36,49.87,1795.32,On Time
PO001761,V019,BTH1514,2026-03-15,2026-04-19,2026-04-20,120,120,31.65,3798.0,On Time
PO001762,V018,DUV1225,2025-05-23,2025-06-07,2025-06-10,36,36,138.75,4995.0,Late
PO001763,V018,PIL1371,2025-12-09,2025-12-24,2025-12-22,96,96,35.87,3443.52,On Time
PO001764,V008,FUR0581,2025-10-23,2025-12-05,2025-12-12,48,48,148.66,7135.68,Late
PO001765,V001,FLR1874,2026-03-17,2026-04-17,2026-04-19,36,36,117.06,4214.16,On Time
PO001766,V013,TOW1433,2025-03-27,2025-04-19,2025-04-22,96,96,10.71,1028.16,Late
PO001767,V019,KIT0951,2025-12-23,2026-01-27,2026-02-01,120,102,14.96,1795.2,Late
PO001768,V002,SHT1297,2025-02-16,2025-03-23,2025-04-02,24,24,70.21,1685.04,Late
PO001769,V016,BTH1513,2025-08-28,2025-09-11,2025-09-14,120,108,31.04,3724.8,Late
PO001770,V011,TEX0487,2025-10-14,2025-11-25,2025-11-30,96,96,39.12,3755.52,Late
PO001771,V010,SHL1664,2025-11-16,2026-01-07,2026-01-14,72,72,91.13,6561.36,Late
PO001772,V020,SHT1248,2026-03-04,2026-04-02,2026-03-31,36,36,36.36,1308.96,On Time
PO001773,V011,TEX0487,2025-07-24,2025-09-04,2025-09-14,72,66,39.12,2816.64,Late
PO001774,V015,KIT0879,2026-03-12,2026-04-05,2026-04-09,24,24,92.19,2212.56,Late
PO001775,V008,SHT1269,2025-08-28,2025-10-10,2025-10-09,96,96,31.73,3046.08,On Time
PO001776,V002,DUV1197,2026-03-30,2026-05-04,2026-05-13,72,66,65.19,4693.68,Late
PO001777,V006,SRV0975,2026-01-28,2026-03-05,2026-03-04,36,36,36.02,1296.72,On Time
PO001778,V013,SHL1656,2025-09-07,2025-09-30,2025-09-29,120,120,88.13,10575.6,On Time
PO001779,V006,PIL1409,2026-03-28,2026-05-03,2026-05-07,120,120,43.32,5198.4,Late
PO001780,V015,FRM2202,2026-05-01,2026-05-25,2026-05-21,96,96,15.71,1508.16,On Time
PO001781,V017,TEX0485,2026-05-24,2026-06-08,2026-06-08,36,30,42.72,1537.92,On Time
PO001782,V012,FUR0561,2026-03-30,2026-04-25,2026-04-15,96,96,231.81,22253.76,On Time
PO001783,V001,TEX0448,2025-07-16,2025-08-16,2025-08-15,48,48,17.95,861.6,On Time
PO001784,V020,WIN2094,2026-05-26,2026-06-24,2026-06-25,36,36,28.18,1014.48,On Time
PO001785,V011,ORG1767,2026-01-04,2026-02-15,2026-02-15,72,54,23.57,1697.04,On Time
PO001786,V006,WAL0343,2025-11-08,2025-12-14,2025-12-08,24,24,58.42,1402.08,On Time
PO001787,V001,SUM2034,2025-02-26,2025-03-29,2025-03-24,120,120,77.2,9264.0,On Time
PO001788,V019,BTH1562,2025-03-17,2025-04-21,2025-04-27,96,96,42.73,4102.08,Late
PO001789,V013,KIT0947,2025-06-03,2025-06-26,2025-06-29,96,96,57.56,5525.76,Late
PO001790,V009,UTL1132,2026-01-07,2026-02-24,2026-02-16,96,96,28.7,2755.2,On Time
PO001791,V012,FLR1853,2026-06-01,2026-06-27,2026-06-29,48,48,198.02,9504.96,On Time
PO001792,V004,TOW1423,2026-04-28,2026-05-16,2026-05-13,120,120,26.09,3130.8,On Time
PO001793,V009,TOW1478,2025-10-27,2025-12-14,2025-12-16,120,120,7.04,844.8,On Time
PO001794,V002,DUV1194,2026-03-09,2026-04-13,2026-04-21,120,120,103.48,12417.6,Late
PO001795,V014,MIR0367,2025-03-16,2025-04-26,2025-04-29,36,36,47.48,1709.28,Late
PO001796,V009,BSK1572,2025-12-16,2026-02-02,2026-02-05,24,24,27.41,657.84,Late
PO001797,V011,TEX0487,2025-07-11,2025-08-22,2025-08-31,96,96,39.12,3755.52,Late
PO001798,V007,DUV1212,2025-11-20,2025-12-10,2025-12-11,36,18,129.39,4658.04,On Time
PO001799,V017,TEX0508,2025-04-14,2025-04-29,2025-05-03,24,24,54.93,1318.32,Late
PO001800,V004,FUR0589,2025-12-31,2026-01-18,2026-01-20,96,96,223.39,21445.44,On Time
PO001801,V015,SRV0990,2025-04-13,2025-05-07,2025-05-07,96,96,68.52,6577.92,On Time
PO001802,V001,DUV1211,2025-08-28,2025-09-28,2025-10-03,48,48,125.65,6031.2,Late
PO001803,V001,SRV1048,2025-02-13,2025-03-16,2025-03-16,48,48,57.27,2748.96,On Time
PO001804,V019,TOW1434,2026-06-17,2026-07-22,2026-07-17,120,120,6.49,778.8,On Time
PO001805,V014,BSK1593,2025-03-12,2025-04-22,2025-04-24,36,36,26.91,968.76,On Time
PO001806,V010,KIT0901,2026-06-18,2026-08-09,2026-08-07,72,72,39.04,2810.88,On Time
PO001807,V005,SUM2040,2025-10-07,2025-11-17,2025-11-20,48,48,63.89,3066.72,Late
PO001808,V011,SUM2024,2025-06-30,2025-08-11,2025-08-26,120,120,49.61,5953.2,Late
PO001809,V018,SEA0679,2025-12-30,2026-01-14,2026-01-23,72,72,108.37,7802.64,Late
PO001810,V020,GFT2217,2026-06-18,2026-07-17,2026-07-14,72,72,12.13,873.36,On Time
PO001811,V012,SHL1667,2025-02-11,2025-03-09,2025-03-07,24,24,63.64,1527.36,On Time
PO001812,V012,BSK1633,2025-05-14,2025-06-09,2025-06-09,72,72,37.18,2676.96,On Time
PO001813,V004,CND2126,2025-06-16,2025-07-04,2025-07-06,96,96,5.44,522.24,On Time
PO001814,V019,WAL0205,2025-06-11,2025-07-16,2025-07-17,48,30,30.8,1478.4,On Time
PO001815,V010,WIN2098,2025-04-22,2025-06-13,2025-06-12,48,48,17.78,853.44,On Time
PO001816,V005,FUR0600,2025-11-17,2025-12-28,2025-12-31,48,48,174.99,8399.52,Late
PO001817,V009,FUR0601,2026-05-04,2026-06-21,2026-06-25,72,72,105.49,7595.28,Late
PO001818,V005,MIR0380,2025-06-27,2025-08-07,2025-08-14,96,96,123.64,11869.44,Late
PO001819,V006,WAL0303,2026-07-04,2026-08-09,2026-08-08,72,72,32.31,2326.32,On Time
PO001820,V011,WAL0278,2025-10-26,2025-12-07,2025-12-13,120,108,20.91,2509.2,Late
PO001821,V005,FUR0586,2025-11-15,2025-12-26,2026-01-01,120,120,58.0,6960.0,Late
PO001822,V017,UTL1122,2025-12-01,2025-12-16,2025-12-08,120,120,14.46,1735.2,On Time
PO001823,V011,GFT2224,2025-10-06,2025-11-17,2025-11-23,120,120,70.68,8481.6,Late
PO001824,V005,FUR0603,2025-07-09,2025-08-19,2025-08-23,24,24,120.06,2881.44,Late
PO001825,V003,DEC0014,2026-03-24,2026-05-25,2026-05-24,36,36,19.88,715.68,On Time
PO001826,V005,MIR0400,2025-08-27,2025-10-07,2025-10-08,96,96,127.69,12258.24,On Time
PO001827,V004,DEC0180,2025-02-19,2025-03-09,2025-03-14,24,24,58.65,1407.6,Late
PO001828,V014,CND2130,2025-08-18,2025-09-28,2025-09-24,96,96,23.22,2229.12,On Time
PO001829,V019,LGT1805,2026-01-31,2026-03-07,2026-03-08,96,96,56.32,5406.72,On Time
PO001830,V013,BSK1596,2025-11-17,2025-12-10,2025-12-11,24,24,21.81,523.44,On Time
PO001831,V004,BSK1586,2025-03-04,2025-03-22,2025-03-29,96,96,27.73,2662.08,Late
PO001832,V004,BTH1569,2025-04-02,2025-04-20,2025-04-29,24,24,40.46,971.04,Late
PO001833,V008,WAL0292,2026-05-25,2026-07-07,2026-07-15,96,96,18.82,1806.72,Late
PO001834,V018,PEN1919,2025-10-21,2025-11-05,2025-11-12,36,36,124.9,4496.4,Late
PO001835,V004,LGT1786,2025-02-11,2025-03-01,2025-03-10,48,48,49.21,2362.08,Late
PO001836,V020,DEC0148,2026-04-06,2026-05-05,2026-05-08,36,18,27.21,979.56,Late
PO001837,V005,SHT1306,2025-10-10,2025-11-20,2025-11-20,120,120,28.42,3410.4,On Time
PO001838,V016,SHT1299,2025-04-07,2025-04-21,2025-04-29,36,36,23.35,840.6,Late
PO001839,V005,BSK1632,2025-02-10,2025-03-23,2025-03-28,120,120,13.8,1656.0,Late
PO001840,V006,FUR0649,2025-09-04,2025-10-10,2025-10-10,72,72,132.98,9574.56,On Time
PO001841,V013,CHR1924,2025-09-09,2025-10-02,2025-10-04,36,36,80.56,2900.16,On Time
PO001842,V007,DEC0175,2025-06-09,2025-06-29,2025-06-26,24,6,24.7,592.8,On Time
PO001843,V019,MIR0411,2026-04-15,2026-05-20,2026-05-20,72,72,84.73,6100.56,On Time
PO001844,V009,SHT1315,2026-06-09,2026-07-27,2026-08-03,48,48,25.64,1230.72,Late
PO001845,V004,TOW1497,2026-07-03,2026-07-21,2026-07-20,96,96,34.87,3347.52,On Time
PO001846,V003,TEX0523,2026-04-18,2026-06-19,2026-06-23,96,96,45.27,4345.92,Late
PO001847,V019,DEC0171,2026-05-06,2026-06-10,2026-06-04,96,96,17.73,1702.08,On Time
PO001848,V007,BSK1606,2026-01-15,2026-02-04,2026-02-13,72,72,30.98,2230.56,Late
PO001849,V009,SHT1298,2026-03-11,2026-04-28,2026-05-08,72,72,70.75,5094.0,Late
PO001850,V012,SEA0707,2026-06-02,2026-06-28,2026-07-04,96,96,247.63,23772.48,Late
PO001851,V007,TOW1469,2026-04-22,2026-05-12,2026-06-06,96,96,14.3,1372.8,Late
PO001852,V019,WAL0288,2025-08-24,2025-09-28,2025-10-07,36,36,17.71,637.56,Late
PO001853,V008,WAL0349,2025-04-23,2025-06-05,2025-05-29,36,36,68.56,2468.16,On Time
PO001854,V003,TEX0523,2026-03-27,2026-05-28,2026-05-25,48,48,45.27,2172.96,On Time
PO001855,V006,SEA0726,2025-08-26,2025-10-01,2025-09-26,72,72,85.42,6150.24,On Time
PO001856,V010,TAB0764,2025-10-31,2025-12-22,2025-12-28,120,120,245.52,29462.4,Late
PO001857,V012,ORG1744,2026-05-20,2026-06-15,2026-06-08,36,36,8.42,303.12,On Time
PO001858,V009,FUR0658,2025-03-17,2025-05-04,2025-05-03,120,120,118.23,14187.6,On Time
PO001859,V006,SUM2023,2026-03-09,2026-04-14,2026-04-10,96,96,14.27,1369.92,On Time
PO001860,V010,ORG1718,2026-06-24,2026-08-15,2026-08-21,96,96,19.26,1848.96,Late
PO001861,V005,DEC0063,2025-09-27,2025-11-07,2025-11-06,72,60,46.75,3366.0,On Time
PO001862,V007,BTH1529,2025-02-10,2025-03-02,2025-03-11,48,48,20.66,991.68,Late
PO001863,V008,PIL1392,2026-03-29,2026-05-11,2026-05-12,120,120,44.36,5323.2,On Time
PO001864,V009,TEX0541,2026-05-12,2026-06-29,2026-06-28,72,72,49.45,3560.4,On Time
PO001865,V012,SEA0730,2025-03-29,2025-04-24,2025-04-27,48,48,115.85,5560.8,Late
PO001866,V012,TAB0833,2026-01-02,2026-01-28,2026-01-25,48,48,273.87,13145.76,On Time
PO001867,V005,SEA0729,2025-04-27,2025-06-07,2025-06-17,72,72,225.21,16215.12,Late
PO001868,V010,HAL1998,2026-04-16,2026-06-07,2026-06-09,36,36,23.41,842.76,On Time
PO001869,V014,WIN2070,2026-01-29,2026-03-11,2026-03-09,24,24,23.16,555.84,On Time
PO001870,V014,KIT0876,2026-03-02,2026-04-12,2026-04-14,24,6,76.82,1843.68,On Time
PO001871,V008,SUM2032,2026-03-19,2026-05-01,2026-04-27,24,24,57.58,1381.92,On Time
PO001872,V017,LGT1796,2025-02-25,2025-03-12,2025-03-13,24,24,109.57,2629.68,On Time
PO001873,V018,ORG1762,2025-06-08,2025-06-23,2025-07-01,72,72,28.93,2082.96,Late
PO001874,V011,CHR1921,2025-02-22,2025-04-05,2025-04-11,36,36,55.85,2010.6,Late
PO001875,V011,CHR1967,2025-06-15,2025-07-27,2025-07-24,72,72,21.02,1513.44,On Time
PO001876,V001,MIR0414,2026-06-17,2026-07-18,2026-07-22,96,96,121.25,11640.0,Late
PO001877,V003,GFT2240,2026-06-21,2026-08-22,2026-08-25,24,24,44.67,1072.08,Late
PO001878,V006,DEC0172,2025-06-22,2025-07-28,2025-08-02,36,36,46.63,1678.68,Late
PO001879,V011,FLR1841,2025-06-06,2025-07-18,2025-07-28,96,96,70.67,6784.32,Late
PO001880,V013,WAL0333,2025-11-20,2025-12-13,2025-12-18,48,48,52.81,2534.88,Late
PO001881,V005,GFT2229,2025-06-28,2025-08-08,2025-08-10,48,48,33.39,1602.72,On Time
PO001882,V002,SHL1697,2025-11-12,2025-12-17,2025-12-24,24,24,44.85,1076.4,Late
PO001883,V016,SHT1242,2025-02-19,2025-03-05,2025-03-26,24,6,44.26,1062.24,Late
PO001884,V019,FRM2205,2026-06-15,2026-07-20,2026-07-20,36,36,25.5,918.0,On Time
PO001885,V018,BTH1528,2026-07-07,2026-07-22,2026-07-14,96,96,40.18,3857.28,On Time
PO001886,V003,WIN2100,2025-07-23,2025-09-23,2025-09-27,96,96,35.78,3434.88,Late
PO001887,V006,PEN1903,2026-05-02,2026-06-07,2026-05-26,48,48,93.71,4498.08,On Time
PO001888,V011,FLR1841,2025-05-09,2025-06-20,2025-06-28,120,120,70.67,8480.4,Late
PO001889,V017,TOW1439,2025-06-02,2025-06-17,2025-06-18,120,120,14.21,1705.2,On Time
PO001890,V013,KIT0873,2025-06-07,2025-06-30,2025-07-01,72,72,11.0,792.0,On Time
PO001891,V010,BTH1518,2025-02-04,2025-03-28,2025-04-01,24,24,16.05,385.2,Late
PO001892,V003,BSK1603,2025-08-20,2025-10-21,2025-10-24,48,42,11.2,537.6,Late
PO001893,V004,PIL1346,2025-02-15,2025-03-05,2025-03-11,72,72,28.42,2046.24,Late
PO001894,V018,SRV1002,2026-03-25,2026-04-09,2026-04-04,36,36,42.86,1542.96,On Time
PO001895,V015,TAB0762,2026-07-06,2026-07-30,2026-08-06,36,36,150.28,5410.08,Late
PO001896,V012,SHL1667,2026-03-13,2026-04-08,2026-04-08,72,72,63.64,4582.08,On Time
PO001897,V016,PEN1882,2025-07-06,2025-07-20,2025-08-01,96,96,211.65,20318.4,Late
